track_id,track_name,artist_name,track_popularity,explicit,artist_popularity,artist_followers,album_total_tracks,track_duration_min
3EJS5LyekDim1Tf5rBFmZl,Trippy Mane (ft. Project Pat),Diplo,0,1,77.0,2812821.0,9,1.55
1oQW6G2ZiwMuHqlPpP27DB,OMG!,Yelawolf,0,1,64.0,2363438.0,1,3.07
7mdkjzoIYlf1rx9EtBpGmU,Hard 2 Find,Riff Raff,4,1,48.0,193302.0,1,2.55
67rW0Zl7oB3qEpD5YWWE5w,Still Get Like That (ft. Project Pat & Starrah),Diplo,30,1,77.0,2813710.0,9,1.69
15xptTfRBrjsppW0INUZjf,ride me like a harley,Rumelis,0,1,48.0,8682.0,2,2.39
4ccpCcZYseq8VrPMK1EDs0,BLEED,Minzie,2,0,46.0,7218.0,3,2.76
3QoQ3HqXTAjgEl9LbNMbYp,Te Procuro na Cidade,AZERDK,20,0,30.0,1657.0,1,4.12
1YEZbdT417SfolPQzaoHs2,come closer,Rumelis,27,0,49.0,8802.0,2,2.53
4pZ949nFW5SurwzE0TSe7I,Cupido Vagabundo,Toni dos Anjos,16,0,6.0,475.0,2,2.92
0L0LgwFZ7UtBnRNQvSBty6,LET’S GO!,PsychoYP,33,1,48.0,154802.0,1,2.4
5mfAZwEr4jAVDnSY0HHuyH,Stray,What Matters The Most,30,0,25.0,814.0,4,2.49
4V1Sh9Y2z6e8HpzNOet5rC,PAPARAZZI ARRIVE - English Ver.,A2O,48,0,46.0,13826.0,14,2.89
0NZKfcua68wuZePhjp8N2I,Root of all Evil,Daniel Caesar,65,0,85.0,11137714.0,12,4.41
6zFWxD9hkOPAIlgWAGyQGQ,Let’s Go!!,Ovi Jozi,0,1,17.0,3567.0,6,2.05
66F6YyfnWy6cNc6bd3zl2C,MELODY - CHENYU & SHIJIE & QUCHANG,A2O,27,0,46.0,13590.0,14,4.25
22c6Yop5YVEAhw8UG6O1W1,My Muse,Leon Thomas,67,1,74.0,735818.0,7,2.75
0SoYN9bRGPj7qV6loQKCTO,A Real Good Bad One,Joe Hermes,31,0,23.0,1518.0,1,2.73
19A7srqQSXoW14muGyiHjg,BOSS - English Ver.,A2O,33,0,46.0,13826.0,14,2.92
0XQQpq855N5rnUsFBXo2ml,Bridges,Scarlett Butler,11,0,3.0,364.0,1,2.91
0nBPI5KxKOeOtr24sdGpE6,Can't Go Back,LEROCQUE,30,0,23.0,13770.0,1,2.43
2aMZEJZwWouRzOw2aSfKV9,Deeply Still,Xander Ward,35,0,35.0,729.0,1,2.91
2zzjpwG8wu3skr08m7rM6e,Eggshell Tap Dancer,The All-American Rejects,52,0,67.0,3134186.0,4,3.78
2MbsC60IxeyJNVRRgeqH4w,Eyes on You,Smith & Liddle,22,0,17.0,543.0,3,4.26
2Zq3Trov36G0TtrUt4ZklL,superstar,Artemas,59,1,74.0,1378935.0,14,2.82
7rdHxPQimXkOcmUmsfGhxY,Trim,YUNG ALPO,1,1,24.0,166.0,1,2.62
2H6cMXx0Kmj6XlbMx4BYi9,Trip,A2O,32,0,46.0,13826.0,14,3.26
6DIrsJFPypT0Z3emDKnXYd,HEARTBREAK SZN,PRAX,32,1,23.0,1982.0,1,2.89
05aYqGC8NNxr4jiHbQXLG3,Higher Vibration,Mark II,35,0,25.0,722.0,2,2.4
0C42YiaJQyb0OExJ89bRbs,Hold On (We Are Going Home),Suark,34,0,32.0,1496.0,1,3.58
1yLkASt2rIp9W5t3NuZrwQ,Kay,Vince Bello,2,0,6.0,84.0,1,3.85
2zLnwikuCxJwMkEI8tqDN4,you never really cared,Anna Marx,31,0,34.0,1693.0,1,2.37
0kWQFzHzEPtvrKnwngvWyb,Master of the Kill,Ana Shine,42,0,45.0,27570.0,1,3.25
5NWYu2pYfLGu3iQB08RC4m,Fool For You,Stray Currents,25,0,20.0,1073.0,1,3.07
4cVw1IeHrFuVS58Glolglb,blonde eyes,Sopperior,25,0,30.0,2891.0,5,2.41
31lp34zEvY603Xjkz2hrOo,limerence,Sopperior,13,0,30.0,2896.0,5,1.48
1nNgDKWWX9MU9cp5FrHXRN,Love Crazy - Stash Konig Remix,MisterNez,31,0,18.0,200.0,1,3.26
4ljqKsDyZzicNpBIMvDaZ5,One More Time,Fraser Stott,6,0,13.0,119.0,9,3.94
5hw7dvgBRLvlCiALWwujYz,Nectar - B-Rain Remix,Senhit,29,0,27.0,54636.0,3,2.95
6OTDBDVaK18xlne9rlGQok,No Glory,Besomorph,52,0,58.0,146944.0,1,2.37
1NXbNEAcPvY5G1xvfN57aA,Dracula,Tame Impala,80,1,84.0,9509731.0,12,3.42
6gRNWnK8b8BVfzrF65HGcf,PSYCHWARD (with WesGhost ft. Project Pat),Diplo,51,1,77.0,2812337.0,4,2.88
1e73KA7YWgIS9cLszZJRTu,Where Have You Been,Ken,38,0,50.0,7219.0,1,2.08
44NbFZ0gEZ4U0LMMsHWyb3,Great Tomorrow,Kxng Leó,3,0,1.0,177.0,1,2.21
05RK4klU7S2Jm50ONIjyM4,Hearts Grow Cold (Saint Noël) [feat. Olivia Cadenza],Kayote,50,0,49.0,19306.0,1,2.65
0Oriikd4ETp5qmzek6ZUD5,Talk To You (ft. Elton John),Sam Fender,72,1,73.0,1204977.0,1,5.28
5jw5yNpSTxdBAr1AV3N96s,The Way I Am Now,Lila Holler,25,0,17.0,1068.0,1,3.77
0lRnxwJeUOxwEvWMw4uQKj,Think About Us,Sonny Fodera,68,0,66.0,306842.0,1,2.96
6q43CVVE0VXEWlDjPdgH0c,Trophy Wife,Annalise Azadian,32,1,31.0,5701.0,1,2.86
0vXBmU9Zus9ZtbR4kvZAjH,baby can you sin for me,Ex Habit,52,0,59.0,130408.0,1,2.69
5UDCl2GNB6gT4ataiXTIGH,Wild Side,Poul,48,0,53.0,1161.0,1,2.5
0dtNBn7Uww8lHFTs6mittj,Amal,Abeer Nehme,38,0,50.0,247771.0,1,3.88
2OZVskV28xxJjjhQqKTLSg,PIXELATED KISSES,Joji,88,1,81.0,10638942.0,1,1.84
27sGm7McOlhSQ1szOJlpt8,MEGAFAUNA,Stanza,24,1,10.0,218.0,1,2.87
6wi4GsP24EbQK8xrFl9tqI,2nd To Me,Christian Kennedy,31,1,14.0,297.0,1,3.26
7Lo6USa0PiDkwSL3SkohSi,Leavin,Rod Wave,70,1,76.0,9673984.0,1,2.81
3Dy4xsff7c0fRaTJpA54yd,Gone Gone Gone,David Guetta,79,0,87.0,27141717.0,2,3.3
6t62npoUwUGjrwIawdgwA5,Goodbye For Now,Olivia Cox,33,0,18.0,1263.0,1,3.5
2uHi2Fc38bs1keR72wTpwd,Here and Now (Where I Wanna Be),Briezman,35,0,23.0,445.0,1,3.03
3oKtvkoervQjzXyh1OMHHq,Hold My Hand,TAMMO,35,0,19.0,290.0,1,4.4
4nds6JYKbzMdpXwuINhSEZ,Part of Me,A Boogie Wit da Hoodie,75,1,77.0,8986062.0,1,2.78
2n3qIOygTL44mYyPIqlH5q,Run For The Hills,Jason Charles Miller,37,0,43.0,17999.0,1,3.12
0n2QFaU59wkNJW0ruoaGeY,So Far,Visibly True,28,0,20.0,114.0,1,3.07
6hjbNbbRdTCIW9qcZ8OA7t,Something Like This,The Haygoods,33,0,20.0,7785.0,1,2.22
1DwscornXpj8fmOmYVlqZt,Stateside + Zara Larsson,PinkPantheress,74,0,78.0,4761364.0,31,3.07
2qtQauWqPaGHrmrXbDa35k,Constellations,Ian Asher,68,0,70.0,223449.0,1,2.73
0l72HGRQkAR0imHxvpLi8a,Die On This Hill,SIENNA SPIRO,76,0,66.0,182377.0,3,3.61
4idqAxBL2zVyfyMhi8QSZK,Distance Of Living,Aresty.,35,0,17.0,4.0,9,2.72
4WFfPxJv1KRekG6mxn837K,EYES CLOSED (with ZAYN),JISOO,88,0,73.0,7282227.0,1,3.02
6I65Y2uL3LrvFuBS5LNVZa,Getting Down,gigi,30,0,13.0,5.0,1,3.13
0fOblXmOu0vHm0fa2RezCC,Alarm,Millo,18,0,5.0,429.0,1,3.02
1heaOeArQtwtQKRK0gJe42,All Night Long,KOLBEIN,39,0,28.0,631.0,1,2.75
3Du1WPZLhETDT6Jr4eumkU,ANYMORE,ASH7ON,18,1,7.0,308.0,1,2.91
3m2dgCQagVWkSha04cZn23,Bad Boy,KROMA,60,0,54.0,11283.0,1,2.45
2omFbch4mNZo3ksaQeX78X,Break Out,zukrassverliebt,39,0,24.0,435.0,1,3.2
5LlDzb8dY5h4npkWKVmjT5,Tropical Vacation,Riff Raff,40,0,48.0,193279.0,1,2.92
4J1B7f8dgMWAcAHEm6Mvi8,Chasing the Day,TIMBER,51,0,32.0,37.0,1,2.63
0jPkYjkGxwWMsRaTQbhV0x,Used To Love,Maithili Raelle,35,0,19.0,2633.0,1,2.21
7sgx2p6KPYPia5fowJNZzO,TBB,Sabir,31,1,18.0,435.0,1,2.41
31TXxq8gfgYyrYClnYY48m,The Fate of Ophelia,Taylor Swift,87,0,100.0,145443567.0,12,3.76
5eXgqtg3T8Av0m1FUaGHex,The Life of a Showgirl (feat. Sabrina Carpenter),Taylor Swift,93,1,100.0,145489371.0,12,4.02
7wT275baetTMjwGNanHAno,The Serpent,Besomorph,53,0,58.0,146969.0,1,3.25
6r4DKBIre2t3kU3FYMhhbN,The Way I Know,Padre Tóxico,29,0,26.0,13179.0,1,2.15
52LucZg8sDnqlkwXL6E7uX,Turn Back Time,Orvyn Sol,25,0,15.0,48.0,1,3.19
2fTj7u4KEt7JfWQw4Qgj2J,Wait For You,MEDZ,42,0,37.0,6199.0,1,3.45
3gKR0BUqtDToXhqhTH7Opg,Rare,Edd Stark,39,1,28.0,405.0,1,2.9
2sMrvqJHSHGZ6uKcWoSNvW,Rock Your Body,IV Tune,28,0,11.0,54.0,7,2.81
62V2ZHslgQV98gH4AuVXnr,Ruin The Friendship,Taylor Swift,92,0,100.0,145396321.0,12,3.67
4DCyPp2B9vSmkPUkctFumT,Monsters,IAN SIZE,38,1,32.0,1844.0,1,2.17
3yWuTOYDztXjZxdE2cIRUa,Opalite,Taylor Swift,97,0,100.0,145443567.0,12,3.92
1k2aDzjpZVZPA2N3mMLbWq,High Or Die,Beatline,39,0,20.0,475.0,2,2.51
4qmFC3Jz5aQ0erlk2OSi2X,Honey,Taylor Swift,91,1,100.0,145489371.0,12,3.02
0P3GQuGbDqVP9ZMs19RcUa,i don't need ur love,Rumelis,55,1,49.0,8741.0,2,2.23
29JrUHRJumKzVu5xeELYFV,It's Giving,Third Vibes,40,0,24.0,3776.0,1,2.49
2x3mwb96B6TquRqMtbxUE1,Actually Romantic,Taylor Swift,93,1,100.0,145396321.0,12,2.72
1jVMR9A0OYA8nFynsTnQsx,Broken Glass,Phay,32,1,20.0,5344.0,1,2.27
1appZ3c336FkPvCuywfmrs,CANCELLED!,Taylor Swift,93,1,100.0,145396321.0,12,3.52
2TEQvxxQabwLQMqWMg1qGu,Wi$h Li$t,Taylor Swift,93,1,100.0,145396321.0,12,3.45
5ylJtmaWPJ33cW3En7WOu0,Wood,Taylor Swift,93,1,100.0,145443567.0,12,2.5
017erFbOyCrdz0yburnVGZ,you're a star,Fred again..,74,0,77.0,2201446.0,1,3.65
5E2y5TSb2RJNCO01QjkgLf,Days Like These,Luke Combs,75,0,83.0,13402920.0,3,3.69
62HoDY1Km6lm47haFpUn9c,Eldest Daughter,Taylor Swift,92,1,100.0,145396321.0,12,4.1
1jgTiNob5cVyXeJ3WgX5bL,Elizabeth Taylor,Taylor Swift,95,0,100.0,145489371.0,12,3.47
4O31bgaZWxZkF3uHrdyavg,Energy,Tolou,40,0,28.0,4401.0,1,3.04
03bTIHJElXZ0O0jqOQvAbY,Father Figure,Taylor Swift,94,1,100.0,145542136.0,12,3.54
4NgPNxsqi2HQ7AnCvvRK8G,Super Woman,Haifa Wehbe,35,0,51.0,1151605.0,6,3.72
1dosSsKwYF7hoQA2kuu6wI,The Fate of Ophelia,Taylor Swift,75,0,100.0,145443567.0,26,3.76
1auysW6jt1rZwBGyEDRKWc,Ties in Texas,Lindsey Fish,42,0,23.0,3629.0,1,3.11
0N979cmYBbE2TyhrW6KZu0,Till We Meet Again,Van Herpen,52,0,37.0,1081.0,1,2.46
280erC1K7sdT9ngrmIW3Fl,VHS,Eiza Murphy,36,0,20.0,4162.0,1,3.57
3SHZFceclOHREMcgZJERnf,يا قلبي أنا,Anthony Touma,31,0,20.0,3260.0,1,2.85
7AD4wFJjj4o3goO7FHtSW8,Heisenberg,Soolking,54,0,69.0,6204568.0,1,2.51
3Mo4pOC2m12uXZKV3CYVsI,ENCOSTA NA QUEBRADA,Tarja Preta 013,11,1,12.0,80.0,1,2.61
3l2ruzIpduKBz0OOSHl3sS,MAD SCIENTIST,Homeboy Delmar,23,0,13.0,22.0,5,2.51
22fpETmqgcXJL6AhdJh6iV,Pick A Side,4ourty8,46,1,29.0,6670.0,1,2.33
3dIJ5WV6Rog364UqLbBP5R,Something Must Sup,Kaptain Swizzy,28,0,13.0,290.0,1,2.99
2eIMpbGVn6i5PKqoMAiq1T,Still on the go,KEV-Y,27,0,12.0,6.0,1,3.66
4hFt3Ht6b9OLsesqx51aq1,superstar,Artemas,68,1,74.0,1377042.0,3,2.82
2iczyHyjgSKeT5HrXkdv2X,Touch Bress,Fameboy BL,26,1,14.0,192.0,1,3.16
1laJP8wLuA8oVnfREaCPxr,Hot (Cut Water),Big Jude,24,1,8.0,13.0,1,1.7
4kwedianT9A4FOCTBRZEmJ,Don't Need Him,Shelailai,36,1,23.0,2256.0,1,2.57
6DYul32gElizGgTrtRYrNY,gigolo,bbno$,77,1,78.0,2730121.0,1,1.97
01Fsn1fOVtC90pQatV6OqE,"I´m the Boss, You Know",Camilla Sun,17,1,6.0,3.0,1,2.21
7hH6xRAqH9yCkPfRVDGHrt,Wall Flowers,POW,56,0,45.0,73003.0,1,3.0
1rRQbz1Co1QxxRq4852AgI,My New Ex,Ana Shine,50,0,45.0,27570.0,1,3.2
4GAqLL3l5bM2VyTlZ1Lub0,Need You Know,JD & The Straight Chasers,43,0,49.0,1874.0,14,2.6
4IkFCv3PASUNvPVuwMnjnu,Picture,JD & The Straight Chasers,35,0,49.0,1855.0,14,2.92
3wicn7uBSaGtBLTSbjsnmy,You Make It Easy,JD & The Straight Chasers,39,0,49.0,1874.0,14,2.08
0mMlCTDHCyBiCv0Dj0dDyN,Chicken Fried,JD & The Straight Chasers,41,0,49.0,1866.0,14,2.59
0SpmzpKIlAthaOVXjlnh4p,Body,Misfit Milli,36,1,22.0,90.0,1,2.22
008IUIsNQSU2VURuEnhGgj,By My Side,Khari!,36,0,19.0,1413.0,1,2.82
2oa1QiGJTfqvD5i4mRhV4O,take a dive,India Thieriot,36,0,24.0,2803.0,1,2.85
04a44cx2PJthIbN2aLMXhl,TIT FOR TAT,Tate McRae,91,1,88.0,9256589.0,1,2.93
23JdfQOgv9Z3MsSAaIsjmB,TNA,Amb1shn,37,1,19.0,139.0,1,3.03
2ZCDXVmOLnKUHYVpycIq5F,What You Is,YoungBoy Never Broke Again,74,1,84.0,14936207.0,1,3.76
2AFgJ1Azad5HjsTa2QhFlZ,Habibi,Allison Amber Hage,27,0,18.0,69.0,1,2.83
03AhbPoniP5uqqJKYGWgZE,Come Find Me (with Clementine Douglas),MK,68,0,69.0,354095.0,1,3.45
1cxNr9Y2kNhKntoHgpF43y,Did You Cry,Maggie Andrew,33,0,20.0,2448.0,7,2.74
709ZIqPHyFOpx2QdjmeWAM,Dracula,Tame Impala,85,1,84.0,9509731.0,3,3.42
4zddyNQewMTFOsMnQ8fCv2,Feel Like This,N'John,49,0,34.0,9375.0,1,2.62
2V4BFK5l3cXhPXikBTQBxt,Flip Dat - feat. Babyface Ray,Ashwin Gane,52,1,47.0,2695.0,4,3.21
325g0RWZE2WD3BfRY5iWsr,You Showed Me Love,Terry Parks,43,0,24.0,26.0,24,4.51
1ZzeDMKKZCFvghNJIO7uuP,Let Me Know,Kelsey Olivia,29,0,15.0,3150.0,1,3.63
29HtYBjZ4R0ZuEdmlrxJIt,michigan,Siena Fantini,30,0,13.0,183.0,4,4.42
75airck78OVZNUDuStHb9p,Movin' On,Rob Wolf,43,0,25.0,1152.0,1,3.36
4xdb5NoeB3RTfgdZww0FE6,MY PEOPLE II,Konet,41,1,25.0,569.0,2,2.59
7bxIw20q3peJdxKAC3VYgC,No Shirt,Rockstar Jt,39,1,25.0,10987.0,1,2.81
4R8nC9Xq3alkz4piaQd34S,nothing at all,Elliot,33,1,20.0,4873.0,1,3.47
5OZpkfJHH6V1Kx7L0IcQaa,San Francisco,Madi Rindge,39,0,23.0,3112.0,1,3.37
74KTHPMotSSPL2pgSy1KwZ,Save Me,Happening Now,41,0,23.0,175.0,1,2.96
6hVveT2bbe26sV6TiN7a77,SEXIFY,Nick Hissom,38,0,22.0,2001.0,1,2.05
6sGIMrtIzQjdzNndVxe397,So Easy (To Fall In Love),Olivia Dean,90,0,88.0,1499215.0,12,2.81
2t9NPxWJOyncGxWlmf69xQ,Rock Show,Breakfast For Joey,40,1,23.0,114.0,1,2.58
0cijIjFIlNWbrFeTv5IBpN,Rolling Stone,st.James,34,1,17.0,1254.0,1,3.08
5p1cQtrKCakcObQYSw4QBL,SEEN THROUGH YOU,SPTEMBRR,13,1,4.0,1909.0,1,2.95
1rq8oj4pctDQiYTjmzl852,Alive,Lafferty,36,0,18.0,181.0,1,2.81
1DlZLLJXTWaxQD9HCtqjtj,Don’t Listen,Mblue,37,0,38.0,6157.0,1,2.9
3AmAMaOr9MW6yl361AlATs,Finest Boy,Boyshegz,21,0,7.0,3.0,1,2.8
68APF7rM3bIxKCjqeO1QSZ,ADD,Khantrast,68,1,62.0,394628.0,1,2.62
1NxtYAuMQ69Tt7JzTNJyDu,LEGENDARY,Sawd Yute,25,0,9.0,36.0,1,2.57
5NP1iBZqLHZEDmVb2YKor9,Loader,AthenaDME,37,0,22.0,178.0,6,2.15
4KVFJwMQtIAeRJVAIOGkye,Never Know What To Say,Kris James,32,0,35.0,1803.0,14,2.76
7ILYtGTvkUDpUh0gZ40ggX,I Didn't Need Him,Brooke Star,27,0,10.0,60.0,1,3.61
2AtkXkBtqjF4AnJuvM9Gyc,Question,Benniee,18,0,16.0,104.0,7,2.64
44Nq5zttH1vEGlAAUr1UQI,She´s in the Game (Brazilian Funk),Mc Slug,13,1,3.0,4.0,1,2.49
1n4Y7LSSZ38HgEdpPpivpg,Post Sex Clarity,Lola Young,78,0,77.0,1461346.0,14,4.36
2wn0AYkmcF0Cm7PmvA7hJ7,Pretty & Petty,Cardi B,74,1,81.0,25953771.0,23,3.05
2TOdZoIvGceoSjlrYkILrX,Psycho,BURY,44,0,52.0,21748.0,3,3.07
6xoP2gPOZ0TWljbNcCeo3b,Pure Intoxication,GINAxC,27,0,18.0,232.0,12,2.55
255b0ogmKeKJSb36lgKng5,Rush From You,Rumelis,49,1,49.0,8802.0,2,2.51
5q9I5RmmrLC4U2mW2BnF3K,Safe (feat. Kehlani),Cardi B,75,1,81.0,25953771.0,23,2.96
5P9nLjjpKczdnhypJa5teO,Holy Sin,Besomorph,47,0,58.0,146969.0,1,2.42
2jrMjstPcrgWx9ZUIV8qmW,I Kill Spiders,Libby Ember,35,0,19.0,181.0,4,3.69
7dHblXsJTRemgyIvFNJE7t,Magnet,Cardi B,71,1,81.0,25957976.0,23,2.97
7sPDXQIinC20oDNmZ4rorr,Man Ray,Ananya,31,0,15.0,1068.0,1,3.63
7lIzKPkQt0HpYTXxlcDvjE,Can't Take My Eyes Off You,Sarah Berg,38,0,35.0,1843.0,1,2.26
1kO8TSZU0ORR4eJpirLPGW,DEPRESSED,Anne-Marie,69,1,75.0,12848260.0,1,2.3
2cBtsB7Pi89q9yWk59a2sX,ErrTime,Cardi B,69,1,81.0,25957976.0,23,2.44
7xTj6ebYObTgOq8tuu6QwC,Fly Before I Fall,Tera Lynne Fister,31,0,22.0,1274.0,4,3.88
79ez2OeIl0jD5tvwyoaG5B,Get Ready To Feel Good,shotty,22,0,11.0,382.0,1,3.92
55lijDD6OAjLFFUHU9tcDm,WHERE IS MY HUSBAND!,RAYE,92,0,81.0,2853248.0,1,3.27
232XkteimvbgWxIwfDsdMX,WHO,TAILIAH BREON,40,0,22.0,49.0,1,3.11
6cUmrDYjL42bJbyVli9ok9,Wire,Laime,42,1,36.0,31236.0,3,2.95
7vQX4zU0JdBmIuQUCve0EU,You Left,shams,40,0,22.0,227.0,1,3.97
0LS7hve8of6NHHCL2bWMJt,I Am Nobody,MARE,54,0,50.0,3963.0,1,2.25
2G348SqVbsQYYvCsQpLpnY,Search Party!,The All-American Rejects,58,0,67.0,3134091.0,3,4.38
53OW7YksYVzJIWjQGYc4xI,Shangri-La,Egzod,39,0,62.0,225797.0,1,3.31
7lCBSUxEyin3JvrGEegRah,Red Shredded Paper,Lola Blanc,26,0,47.0,163172.0,13,4.17
4QiUN7Xquwdkz2Na700Wwv,Take My Hand,Will Roush,39,0,33.0,6678.0,4,3.22
6RxxVIvhvWHJq1Ay6RkaHZ,CRAVE,Beneld,52,0,53.0,19064.0,3,2.96
6PB2A4yjRvHk9GbXUHliEu,Creme Brulee,Will Roush,44,0,33.0,6685.0,4,2.95
1MRQwPALA1tTvGIV4BKvMZ,Ghost Town,Will Roush,42,0,33.0,6683.0,4,3.08
1lBaHg7aO3gXEh8WwP7V0H,Obssessed,Voncho,17,1,12.0,390.0,1,3.0
3F4ZeO619wlwPqgxTOSK2S,Amor Infinito,Mauricio Maia,17,0,4.0,276.0,2,2.62
6v1kEKdETU536qgvfR8Ph1,Millionaire,Lil Q,47,1,33.0,319.0,1,3.01
2W30LB3QaD0tA29WVUPnyO,Rise of the Machines,MARA,16,0,8.0,12.0,11,3.9
4MCkRDnhBmPym2PTHrOkLD,Silicon Heart,MARA,16,0,8.0,12.0,11,4.08
2ZKgStqrbnW7J2yVdbmkuu,I Need Some Time,John Brandt,17,1,8.0,39.0,6,4.6
7iokwexO2pEmwbfkUU7mXb,Falling Stars,AZERDK,43,1,30.0,1655.0,1,4.0
74rAe9FYlLdB1U6HONcHg9,Eddie Kane - Radio Edit,J.I.Bri,10,0,16.0,2177.0,11,3.26
6PdKA57lUIzOyptHfdZMva,Funeral,JeLa,41,0,44.0,1499.0,1,2.8
7CHzHT86zvEkeZpVPr6IgL,Seventeen,Kate Anstey,27,0,10.0,34.0,1,3.2
1eLfsiFKFVpvPXi1IFSZGO,My Best,A!MS,50,0,47.0,7071.0,9,2.88
2lCeVXvAGYUud5smJ9PhGv,Good Time Gone,Lexie Stevenson,53,0,34.0,103.0,1,3.4
7ksHySXQO1EMxmecq9k0SF,irl,joegarratt,42,0,31.0,2956.0,1,2.57
5jAKEKeNzRbcuKlWGv9cT1,TKO,A!MS,49,1,47.0,7045.0,9,2.02
7woJR9AI4OwLIpzzP6Y3Yy,Aye Ma,Big Swapp,40,1,22.0,32.0,1,1.69
4HUfvzEUU54VoSq5SWdOcJ,Bak 2 Bak,Taene,41,0,33.0,1639.0,1,2.99
5PXUWF5p5Prmul75Rye7mb,BASIC,Lali Banks,33,1,15.0,39.0,1,2.13
6vqyk3mbDBv3npTpctYoka,Camera,Ed Sheeran,79,0,88.0,122773292.0,13,3.59
7DmGjrkQml1VCIgvrdNW3G,Chorei por Aí,Marcos Neiva,15,0,7.0,1022.0,1,2.97
4G7bbgD2DHORU4frrWoCXp,Posso Até Não Te Dar Flores,DJ Japa NK,85,1,75.0,282947.0,1,2.64
0TQ5bJ44VHnFZyC16folF0,Voy a Brillar (Reggae),Serena Kaya,16,0,4.0,4.0,1,2.73
5YZvDeQOUhItx80C7KJCfX,How It Goes,Hanno,54,0,45.0,2752.0,1,2.05
4zzfmeA6MXiM9O4anGZkq5,Just Like Heaven - Live From Glastonbury,Olivia Rodrigo,55,0,85.0,49083617.0,2,3.92
388JceJm7784qgHipfPKmr,Friday I'm In Love - Live From Glastonbury,Olivia Rodrigo,61,0,84.0,49050008.0,2,4.11
3orYgsOb8x1HPVwzeZBCur,Engolindo a lua,Dennis Lucca,30,0,20.0,1897.0,1,3.04
4Xj6u5UdqINhGItVdwCLZp,Dangerous Love,Mandrazo,44,0,48.0,10272.0,3,2.81
4HBeFgbY9VV7UuMltmCIw0,Gettin' Older (feat. YoungBoy Never Broke Again),Jas Von,54,1,39.0,9729.0,1,2.78
56sExwBBmnDoRErXqghqrW,best. day. ever.,Scoobert Doobert,47,0,36.0,5606.0,1,2.63
77CvPAHOsHWl43rUV3zsg6,Bossa velha,SEHORE,28,0,12.0,44.0,14,3.38
1CjFD8mc8f40JtIIK0NRGA,Lonely Together,Sickick,55,0,64.0,1211803.0,2,2.6
1mEQbSq0PCNjyL6oMgHKFQ,LOVE SONG,Justin Bieber,75,0,91.0,85008100.0,44,2.87
4hJNJqTcFptFRWfTjRpr3d,Rose Colored Glasses,America Allen,33,0,20.0,696.0,4,3.57
3NFs3XUduzBfvc5Bx1gmzh,The Dead Dance,Lady Gaga,84,0,88.0,42237551.0,1,3.8
51opBUruRqfn4bgIuf5nwU,The Beast,Lady Gaga,56,0,88.0,42237551.0,17,3.9
5pobX21I8uZdHM8YOWItU7,The Dead Dance,Lady Gaga,80,0,89.0,42275793.0,17,3.8
6A331YYR5zoG6XixuHX7yE,Vanish Into You,Lady Gaga,61,0,88.0,42256604.0,17,4.08
4oT5126hWjtMCeZMu2RnSx,Die With A Smile,Lady Gaga,55,0,88.0,42237551.0,17,4.19
7ffAlbOWcI5u6NN6XHPfSS,Disease,Lady Gaga,61,0,88.0,42237551.0,17,3.83
65vAx13K5AlJ5IEpw2ZcTK,Don't Call Tonight,Lady Gaga,58,0,88.0,42256604.0,17,3.76
4iKIF8qI3dq6fntHeIdcAw,Garden Of Eden,Lady Gaga,62,0,88.0,42256604.0,17,3.99
4XMtEsNnR4nOFeyTBQqxnp,Yonderer,Cj Hooper,37,0,19.0,267.0,1,3.47
4vQcqtphmJBR5R44F5iNvl,Zombieboy,Lady Gaga,60,0,88.0,42256604.0,17,3.55
6AWldBTJJWOv0VbrNZXFEw,How Bad Do U Want Me,Lady Gaga,60,1,88.0,42237551.0,17,3.98
6iAWfzQSSHemnvL5yq1q2k,Kill For Love,Lady Gaga,66,0,88.0,42256604.0,17,4.11
0RxdWAztwE2qKbtYk7NNWr,Killah (feat. Gesaffelstein),Lady Gaga,59,1,88.0,42256604.0,17,3.51
5amdAZWVhOqFHodIyf53bI,Perfect Celebrity,Lady Gaga,60,0,89.0,42275793.0,17,3.82
0MjkLEOp7lHilik4t8G9oJ,Shadow Of A Man,Lady Gaga,58,0,88.0,42256604.0,17,3.32
2Xunjp5lfCjPJKuiWEVA5O,LoveDrug,Lady Gaga,60,0,88.0,42237551.0,17,3.22
0XXxTyNb3Q0DPxpf0kQi8P,Machine,Rob Thomas,39,0,62.0,973349.0,4,2.67
4vcDr56fq4Jjxpegx3XPnv,Abracadabra,Lady Gaga,62,0,89.0,42275793.0,17,3.72
4tniPU1iKcOa0VIjzOVxYi,Blade Of Grass,Lady Gaga,55,0,88.0,42256604.0,17,4.28
1d9AAVXN2uohnH4Fe07Xxn,Can’t Stop the High,Lady Gaga,64,1,88.0,42237551.0,17,3.51
59MaR36AmjuKGwOdlvltpT,still smokin,RXRXBBIT,43,0,32.0,592.0,1,2.66
3APNT0fEBIJTvq4uiBJLHo,PRICE,Or Barak,20,1,12.0,2956.0,1,2.41
1oBGpzczkEedXYbZXGKSW3,Ridiculous - Stripped,Sounds Kinda Good,31,0,19.0,88.0,1,4.33
3hPGMErh5j3eut1cxcE7nk,Run Girl,Nazaki,44,0,42.0,11904.0,1,2.69
0je57Uq5eTk1wrPzn9sWbl,When Did You Get Hot?,Sabrina Carpenter,91,0,91.0,26538275.0,12,2.42
